Location ID	Aquifer	Latitude	Longitude	Ground Elevation	Geologic Unit Code	Well Installation Date	Total Well Depth [ft]	Well Diameter [in]	Screen Top [ft]	Screen Bottom [ft]	Comments	WELL_COMPLETION_REPORT_URL	Monitoring Area	Watershed	Well Status	Inactive Date	TOC Elevation	LWA Notes	Source
P5-26612	None	35.8772947	-106.2694697	7018.06	None		None	None	None	None	Accuracy of coordinates is unknown. Coordinates are from Final Completion Report for Intermediate Well LADP-5., Accuracy of coordinates is unknown. Coordinates are from Final Completion Report for Intermediate Well LADP-5.	None					None		Monitoring Wells	
SC-26614	None	35.8503148	-106.2061485	6363.7	None		None	None	None	None	Accuracy of coordinates is unknown. Coordinates are from Final Completion Report for Characterization Well R-10a/R-10., Accuracy of coordinates is unknown. Coordinates are from Final Completion Report for Characterization Well R-10a/R-10.	None					None		Monitoring Wells	
R-70	None	35.8596995	-106.2485826	6692.62	None		None	None	None	None	None	None					None		Monitoring Wells	
SWA-2-5	Alluvial	35.874674	-106.3124817	None	None		8.96	2 in	3	8.96	Formerly SCPZ-5, Formerly SCPZ-5, Formerly SCPZ-5	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12448					7226.22		Monitoring Wells	
LAWS-01	None	35.8669997	-106.2192591	6363.4	None		None	None	None	None	Vertical borehole at LA weir, Vertical borehole at LA weir	None					None		Monitoring Wells	
R-57	None	35.8298691	-106.2341697	6648.04	None		None	None	None	None	Brass cap location, Brass cap location	None					None		Monitoring Wells	
R-14	None	35.861776	-106.2856454	7062.08	None		None	None	None	None	Location info taken from Brass Cap survey data for R-14., Location info taken from Brass Cap survey data for R-14.	None					None		Monitoring Wells	
R-9i	None	35.8669562	-106.2237205	6383.2	None		None	None	None	None	Location info taken from Brass monument survey data from R-9i WCR., Location info taken from Brass monument survey data from R-9i WCR.	None					None		Monitoring Wells	
MCWB-6.5D	Alluvial	35.8606339	-106.2720674	6843.2	Qal		42.5	3 in	32.5	42.5	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12239					None		Monitoring Wells	
MCWB-5.5A	Alluvial	35.862394	-106.2734938	6858.36	Qal		37.5	3 in	22.5	32.5	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12231					None		Monitoring Wells	
MCA-RLW-1	None	35.8637674	-106.2784636	6887.1	None		None	None	None	None	None	None					None		Monitoring Wells	
MCWB-7.2	Alluvial	35.8605127	-106.2684261	6818.86	Qal		67.5	3 in	42.5	62.5	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12241					None		Monitoring Wells	
SC-26613	None	35.8502712	-106.2059653	6362.3	None		None	None	None	None	Accuracy of coordinates is unknown. Coordinates are from Final Completion Report for Characterization Well R-10a/R-10., Accuracy of coordinates is unknown. Coordinates are from Final Completion Report for Characterization Well R-10a/R-10.	None					None		Monitoring Wells	
MCOI-1	Intermediate	35.8645331	-106.2917572	7106.2	Tpf		825.6	0.81 in	815	825.48	Brass cap in I-1 pad, Brass cap in I-1 pad	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12224					7110		Monitoring Wells	
R-4 PZ-W	Intermediate	35.8825612	-106.2537784	6577.35	Tpf		125	None	115	125	R-4 Piezometer West, R-4 Piezometer West	None					None		Monitoring Wells	
SWA-2-6	Alluvial	35.8747486	-106.3124341	None	None		8.22	2 in	3.12	8.22	Formerly SWA-2, Formerly SWA-2, Formerly SWA-2	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12449					7225.72		Monitoring Wells	
MCA-8	Alluvial	35.85744	-106.2469329	6668.8	Qal		86.3	2.1 in	66	81	Brass cap location, Brass cap location	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12091					6671.4		Monitoring Wells	
MCA-9	Alluvial	35.8574958	-106.2464442	6671.7	Qal		113	2.1 in	92.8	107.8	Brass cap location, Brass cap location	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12090					6674		Monitoring Wells	
MCWB-9A	Alluvial	35.860887	-106.2577408	6752.11	Qal		75	None	50	70	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12249					None		Monitoring Wells	
TW-2A(r)	None	35.8566901	-106.2561308	None	None		None	None	None	None	None	None					None		Monitoring Wells	
MCWB-7.4A	Alluvial	35.860726	-106.2673685	6812.4	Qal		70	3 in	45	65	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12242					None		Monitoring Wells	
MCA-3b	Alluvial	35.8620998	-106.2730419	6852.9	Qal		42.1	0.8 in	40.9	41.4	Brass cap location, Brass cap location	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12096					6855.3		Monitoring Wells	
SCP-1abc S3	None	35.8634698	-106.2572968	6703.65	None		None	None	None	None	None	None					None		Monitoring Wells	
LA-10070	None	35.8683482	-106.2304068	6396	None		None	None	None	None	Survey date and accuracy for coordinates and elevation are UNKNOWN., Survey date and accuracy for coordinates and elevation are UNKNOWN.	None					None		Monitoring Wells	
PU-10228	None	35.8729506	-106.2203184	6368	None		None	None	None	None	Survey date and accuracy for coordinates and elevation are UNKNOWN., Survey date and accuracy for coordinates and elevation are UNKNOWN.	None					None		Monitoring Wells	
R-8	None	35.8716757	-106.2475617	6544.74	None		None	None	None	None	Location info taken from Brass cap monument survey data from R-8 WCR., Location info taken from Brass cap monument survey data from R-8 WCR.	None					None		Monitoring Wells	
SWA-4-10	Alluvial	35.8735723	-106.3106197	None	None		8.44	2 in	2.5	8.44	Formerly SCPZ-10, Formerly SCPZ-10, Formerly SCPZ-10	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12453					7213.06		Monitoring Wells	
R-32	None	35.8309486	-106.2487146	6637.63	None		None	None	None	None	Location info taken from Brass cap monument survey data from R-32 WCR., Location info taken from Brass cap monument survey data from R-32 WCR.	None					None		Monitoring Wells	
LA-10067	None	35.8731627	-106.2594805	6593	None		None	None	None	None	Survey date and accuracy for coordinates and elevation are UNKNOWN., Survey date and accuracy for coordinates and elevation are UNKNOWN.	None					None		Monitoring Wells	
LAWS-01 S2	None	35.8669997	-106.2192591	6363.4	None		None	None	None	None	None	None					None		Monitoring Wells	
SWA-4-12	Alluvial	35.8737001	-106.3105616	None	None		8.53	2 in	2.99	8.19	Formerly SWA-4, Formerly SWA-4, Formerly SWA-4	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12455					7213.04		Monitoring Wells	
R-55	None	35.829688	-106.2275085	6533.86	None		None	None	None	None	brass cap surveyed location, brass cap surveyed location	None					None		Monitoring Wells	
R-54	None	35.8360932	-106.2554427	6679.85	None		None	None	None	None	Brass Cap location, Brass Cap location	None					None		Monitoring Wells	
R-10	None	35.8502712	-106.2059653	6362.31	None		None	None	None	None	Brass Cap location Kleinfelder survey, Brass Cap location Kleinfelder survey	None					None		Monitoring Wells	
SWA-4-11	Alluvial	35.8736526	-106.3105976	None	None		9.17	2 in	3	9.17	Formerly SCPZ-11(B), Formerly SCPZ-11(B), Formerly SCPZ-11(B)	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12454					7214.07		Monitoring Wells	
LAWS-01 S3	None	35.8669997	-106.2192591	6363.4	None		None	None	None	None	None	None					None		Monitoring Wells	
SWA-1-2	None	35.8754177	-106.3147563	None	None		13.6	2 in	6.03	13.17	Formerly SWA-1, Formerly SWA-1, Formerly SWA-1	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12444					7244.53		Monitoring Wells	
SCP-1abc S1	None	35.8634698	-106.2572968	6703.65	None		None	None	None	None	None	None					None		Monitoring Wells	
SCP-1abc	Alluvial	35.8634698	-106.2572968	6703.65	Qal		41.8	1 in	Multiple	Multiple	Brass monument location, Brass monument location	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12394					None		Monitoring Wells	
R-5 SC	Regional	35.8730705	-106.2287672	None	None		None	None	846	846	None	None					None		Monitoring Wells	
MCA-3def	Alluvial	35.8605989	-106.2686655	6819.8	Qal		55.8	0.8 in	Multiple	Multiple	Brass cap location, Brass cap location	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12095					6822.8		Monitoring Wells	
R-44	None	35.8567173	-106.2511991	6714.91	None		None	None	None	None	Brass cap location, Brass cap location	None					None		Monitoring Wells	
SCP-2b	Alluvial	35.8644221	-106.2608395	6723.11	Qal		50.1	1 in	49.5	50	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12398					6725.31		Monitoring Wells	
MCA-3def S2	None	35.8605989	-106.2686655	6819.8	None		None	None	None	None	None	None					None		Monitoring Wells	
LAWS-01 S4	None	35.8669997	-106.2192591	6363.4	None		None	None	None	None	None	None					None		Monitoring Wells	
MCWB-6.2B	Alluvial	35.8616273	-106.2727189	6848.01	Qal		32.5	3 in	27.5	37.5	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12235					None		Monitoring Wells	
R-4 PZ-E	Intermediate	35.8825612	-106.2537778	6577.34	Tpf		231	None	221	231	R-4 Piezometer East, R-4 Piezometer East	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12295					None		Monitoring Wells	
R-17	None	35.8532794	-106.2925901	6921.51	None		None	None	None	None	Brass Cap location Kleinfelder survey, Brass Cap location Kleinfelder survey	None					None		Monitoring Wells	
LAO-4.5B	Alluvial	35.8703027	-106.2395521	6459.37	Qal		34.9	2 in	24.9	34.9	Brass cap elevation, Brass cap elevation	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12145					None		Monitoring Wells	
PU-00178	None	35.8893396	-106.3048652	6954.97	None		None	None	None	None	Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc: Notes: Aggregate:, Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc: Notes: Aggregate:	None					None		Monitoring Wells	
LA-10069	None	35.8703631	-106.239434	6458	None		None	None	None	None	Survey date and accuracy for coordinates and elevation are UNKNOWN., Survey date and accuracy for coordinates and elevation are UNKNOWN.	None					None		Monitoring Wells	
MCA-3def S1	None	35.8605989	-106.2686655	6819.8	None		None	None	None	None	None	None					None		Monitoring Wells	
SWA-1-3	None	35.875528	-106.3147361	None	None		None	None	None	None	Formerly SCPZ-3, Formerly SCPZ-3, Formerly SCPZ-3	None					None		Monitoring Wells	
18-MW-7	Alluvial	35.8421047	-106.2687953	6755.5	Qal		30	2 in	10	30	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12483					None		Monitoring Wells	
R-23i	None	35.8238518	-106.2247625	6527.88	None		None	None	None	None	Brass Cap location Kleinfelder survey, Brass Cap location Kleinfelder survey	None					None		Monitoring Wells	
R-51	None	35.8426317	-106.2693369	6762.17	None		None	None	None	None	brass cap location, brass cap location	None					None		Monitoring Wells	
R-52	None	35.8449469	-106.2615661	6883.04	None		None	None	None	None	Brass cap location, Brass cap location	None					None		Monitoring Wells	
R-70 S1	None	35.8596995	-106.2485826	6692.62	None		None	None	963	1004	Coordinates estimated from Google Earth., Spatial data an estimate only! Will be finalized once well is surveyed	None					None		Monitoring Wells	
SCP-2a	Alluvial	35.8644131	-106.2608239	6722.95	Qal		45.1	1 in	44.5	45	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12396					6725.48		Monitoring Wells	
MCWB-7.7A	Alluvial	35.8610869	-106.2652359	6798.31	Qal		70	3 in	52.5	62.5	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12244					None		Monitoring Wells	
CrEX-5	None	35.8599426	-106.250798	None	None		None	None	None	None	None	None					None		Monitoring Wells	
MCA-RLW-2	None	35.861675	-106.272661111	6847.7	None		None	None	None	None	None	None					None		Monitoring Wells	
MCA-3ac S2	None	35.8620955	-106.2730504	6853	None		None	None	None	None	None	None					None		Monitoring Wells	
18-MW-5	None	35.8399884	-106.2652961	6736.7	None		None	None	None	None	None	None					None		Monitoring Wells	
MCA-3def S3	None	35.8605989	-106.2686655	6819.8	None		None	None	None	None	None	None					None		Monitoring Wells	
MCWB-6.2C	Alluvial	35.8616154	-106.2727284	6847.98	Qal		42.5	3 in	25	30	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12236					None		Monitoring Wells	
R-53	None	35.8368013	-106.2510359	6689.98	None		None	None	None	None	brass cap location, brass cap location	None					None		Monitoring Wells	
MCO-7.2	Intermediate	35.8606409	-106.2684259	6818.34	Qct		95.35	2 in	72	92.5	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12199					None		Monitoring Wells	
R-61	None	35.8575756	-106.2612038	6940.12	None		None	None	None	None	Brass cap location from WCR, rounded to 2 digits, Brass cap location from WCR, rounded to 2 digits	None					None		Monitoring Wells	
R-7	None	35.8746897	-106.2795381	6779.2	None		None	None	None	None	Location info taken from Brass cap monument survey data from R-7 WCR., Location info taken from Brass cap monument survey data from R-7 WCR.	None					None		Monitoring Wells	
MCWB-5	Alluvial	35.8632386	-106.2764548	6876.22	Qal		33	3 in	17	27	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12233					None		Monitoring Wells	
MCWB-5.5B	Alluvial	35.8622534	-106.2736119	6856.89	Qal		37.5	3 in	22.5	32.5	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12232					None		Monitoring Wells	
PU-00182	None	35.8786626	-106.2308475	6437.04	None		None	None	None	None	Survey date and accuracy for coordinates and elevation are UNKNOWN., Survey date and accuracy for coordinates and elevation are UNKNOWN.	None					None		Monitoring Wells	
SCP-1abc S2	None	35.8634698	-106.2572968	6703.65	None		None	None	None	None	None	None					None		Monitoring Wells	
MCWB-9B	Alluvial	35.8605115	-106.2579232	6753.6	Qal		80	None	55	75	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12250					None		Monitoring Wells	
LAWS-01 S1	None	35.8669997	-106.2192591	6363.4	None		None	None	None	None	None	None					None		Monitoring Wells	
LA-00001	None	35.8716831	-106.2646264	6657.68	None		None	None	None	None	Survey date and accuracy for coordinates and elevation are UNKNOWN. appended samp_la samp_la0_1  samp_la2e textfile, Survey date and accuracy for coordinates and elevation are UNKNOWN. appended samp_la samp_la0_1  samp_la2e textfile	None					None		Monitoring Wells	
BCO-1	Intermediate	35.8891488	-106.2492164	6641.97	Tpf		68	None	57	67	Intermediate monitoring well, Intermediate monitoring well	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12437					None		Monitoring Wells	
LAO-4.5A	Alluvial	35.8702944	-106.2395926	6459.89	Qal		18.5	2 in	8.5	18.5	Brass cap elevation, Brass cap elevation	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12146					None		Monitoring Wells	
MCWB-7B	Alluvial	35.8604516	-106.270474	6832.45	Qal		47.5	None	32.5	42.5	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12072					None		Monitoring Wells	
R-45	None	35.8592115	-106.2505637	6704.02	None		None	None	None	None	Brass cap location, Brass cap location	None					None		Monitoring Wells	
R-33	None	35.8606238	-106.273675	6853.33	None		None	None	None	None	Location info taken from Brass cap monument survey data from R-33 WCR., Location info taken from Brass cap monument survey data from R-33 WCR.	None					None		Monitoring Wells	
MCO-12	Alluvial	35.8597293	-106.2503049	6697.15	Qal		108	2 in	88	108	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12217					None		Monitoring Wells	
MCWB-8.1A	Alluvial	35.8610965	-106.2630418	6785.95	Qal		75	None	50	70	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12246					None		Monitoring Wells	
CrIN-6		35.861222300000	-106.250741600000																Chromium Data	
CRPZ-1		35.859008600000	-106.261081400000																Chromium Data	
Sandia below Wetlands		35.873070200000	-106.309845300000																Chromium Data	
Sandia below Wetlands E123		35.873070000000	-106.309845000000																Chromium Data	
Sandia rt frk at Pwr Plnt E121		35.875188600000	-106.318498800000																Chromium Data	
South Fork of Sandia at E122		35.875419700000	-106.318532500000																Chromium Data	
