locationID	LONGITUDE	LATITUDE	GROUND_ELE	SURVEYING_	LOCATION_D	LOCATION_C	WELL_TOTAL	DEPTH_UNIT	TOP_OF_CAS	WELL_DIAME	PERFORATIO	PERFORAT_1	AQUIFER	HYDROSTRAT	GEOLOGICAL	WELL_COMPL	field_18
PCAO-7b2	-106.262045900000000	35.838505300000000	6713.39	SW MTN SURVEY	None	Brass Cap	25	ft	None	4 in	10	20	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12279	
R-56 S2	-106.249694000000000	35.834560000000000	6780.88	None	None	Brass cap location	None	None	None	None	None	None	None	None	None	None	
CDBO-2	-106.257752400000000	35.840214699999900	6748.2	PG	None	None	19	ft	None	4 in	10	18	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12433	
03-B-13	-106.330083400000000	35.873743699999900	7458.26	DOE 2005	None	Ground surface elevation	32	ft	7458.26	2 in	21.5	31.5	Intermediate	Intermediate Perched	Qbt3	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12500	
R-5 OB	-106.228767199999000	35.873070499999900	6472.6	Completion Report	None	Location info taken from Brass cap monument survey data from R-5 WCR.	None	ft	None	None	-9999	-9999	Intermediate	Intermediate	None	None	
MCWB-6.2B	-106.272718900000000	35.861627300000000	6848.01	S. McLin	None	None	32.5	ft	None	3 in	27.5	37.5	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12235	
R-7 S1	-106.279538000000000	35.874690000000000	6779.2	None	None	Original x, y = 1631673, 1773650	None	None	None	None	None	None	None	None	None	None	
R-19 S2	-106.285421000000000	35.837871999999900	7066.3	None	None	original x, y, z = 1629920.1,1760250, 7066.9	None	None	None	None	None	None	None	None	None	None	
R-22 S5	-106.233443200000000	35.829246499999900	6650.5	Well Completion Rpt	None	Location info taken from Brass cap survey data from R-22 WCR.	None	None	None	None	1447.3	1452.3	Regional	Regional	Tcar	None	
CDBO-6	-106.264197900000000	35.850259999999900	6817.2	Stoker	None	None	49	ft	None	2 in	34	44	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12430	
Test Well 3	-106.259077100000000	35.873278399999900	6626.9	Stoker	None	Purtymun elev in error, elev from DEM/LIDAR Broxton/Cole	815	ft	None	10 in	805	815	Regional	Regional	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12485	
PAO-5n	-106.220109300000000	35.873262400000000	6369.79	ER	None	None	15.28	ft	None	4 in	7.43	12.43	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12273	
LAO-1.8	-106.266777200000000	35.871967800000000	6680	None	None	None	18	ft	None	3 in	8	18	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12152	
R-57 S2	-106.234169700000000	35.829869100000000	6648.04	Well Completion Rpt	None	Brass cap location	None	None	None	None	971.5	992.1	Regional	Regional Deep	Tpt	None	
R-50	-106.255907600000000	35.856655300000000	6904.11	WCR, SW MTN SURVEY	None	Brass Cap location	None	None	None	None	None	None	None	None	None	None	
18-MW-17	-106.258901900000000	35.836406799999900	6695.2	ECR GIS Team, McLean	None	None	22	ft	None	2 in	12	22	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12480	
R-8 S1	-106.247561700000000	35.871675699999900	6544.74	Completion Report	None	Location info taken from Brass cap monument survey data from R-8 WCR.	None	None	None	None	705.31	755.7	Regional	Regional	Tp	None	
R-6	-106.264871000000000	35.875326999999900	6995.8	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-4 PZ-E	-106.253777799999000	35.882561199999900	6577.34	R4 Completion Report	None	R-4 Piezometer East	231	ft	None	None	221	231	Intermediate	None	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12295	
R-17	-106.292590100000000	35.853279399999900	6921.51	Kleinfelder data	None	Brass Cap location Kleinfelder survey	None	None	None	None	None	None	None	None	None	None	
R-23	-106.224709899999000	35.823899400000000	6527.75	Well Completion Rpt	None	Brass Monument location	886.3	ft	6527.75	4.5 in	816	873.2	Regional	Regional Top	Tpt	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12326	
R-66	-106.259868800000000	35.873087200000000	6626.96	None	None	None	849.8	ft	6629.61	5.11 in	819.4	839.7	Regional	Regional	Tcar	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12373	
R-41 S1	-106.233804800000000	35.830989600000000	6660.53	Well Completion Rpt	None	Brass cap location	None	None	None	None	928	937.7	Intermediate	Intermediate Perched	Tsf	None	
SWL-4	-106.310561800000000	35.873706599999900	None	TERRANEAR PMC	None	None	None	None	None	None	None	None	None	None	None	None	
MCA-8	-106.246932900000000	35.857439999999900	6668.8	Kleinfelder survey	None	Brass cap location	86.3	ft	6671.4	2.1 in	66	81	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12091	
R-17 S2	-106.292590100000000	35.853279399999900	6921.51	Kleinfelder data	None	Brass Cap location Kleinfelder survey	None	None	None	None	1124	1134	Regional	Regional Deep	Tpf	None	
PAO-2	-106.301910400000000	35.888575199999900	6930.98	ER	None	None	13.91	ft	None	4 in	6.06	11.06	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12270	
SWA-1	-106.314756300000000	35.875417700000000	None	TERRANEAR PMC	None	None	None	None	None	None	None	None	None	None	None	None	
MCO-1	-106.300534500000000	35.865092099999900	7153	None	None	Unable to locate in 1991	8	ft	None	3.0 in	1	8	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12051	
PAO-1	-106.304865199999000	35.889339600000000	6954.97	M. NOONAN	None	Location Desc: Notes: Aggregate.  Source Org Code changed to ER/WQH.  Location data from ER, sampled by WQH.  Deleted ULI 3072, duplicate location, changed to Synonym.	13.74	ft	None	4 in	5.89	10.89	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12268	
Test Well 1A	-106.217460900000000	35.870328600000000	6369.28	Stoker	None	None	225	ft	None	6 in	215	225	Intermediate	Intermediate	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12470	
LAO-4.5B	-106.239552100000000	35.870302700000000	6459.37	None	None	Brass cap elevation	34.9	ft	None	2 in	24.9	34.9	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12145	
TW-2Ar	-106.271223800000000	35.884845700000000	6651.67	WCR, SW MTN SURVEY	None	Brass cap location rounded to 2 decimal places. -RJK	113.9	ft	6651.67	4.5 in	102	112	Intermediate	Intermediate Perched	Tpf	http://intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=79fa72c7-7701-4419-a022-c50e1fdcabbf&fileName=TW-2ar.zip	
R-38	-106.248036300000000	35.837830099999900	6668.58	WCR, SW MTN SURVEY	None	Brass cap location	853.4	ft	6668.58	5 in	821.2	831.2	Regional	Regional Top	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12345	
R-3i OB	-106.220364600000000	35.871794500000000	6390.15	Well Completion Rpt	None	Brass monument survey from R-3i WCR	None	ft	None	None	-9999	-9999	Intermediate	Intermediate	None	None	
PU-00178	-106.304865199999000	35.889339600000000	6954.97	SURV TEK	None	Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc: Notes: Aggregate:	None	None	None	None	None	None	None	None	None	None	
LA-10069	-106.239434000000000	35.870363099999900	6458	WQH	None	Survey date and accuracy for coordinates and elevation are UNKNOWN.	None	None	None	None	None	None	None	None	None	None	
MCO-6B	-106.272903200000000	35.861862899999900	6850.29	Stoker	None	None	47.1	ft	None	2 in	22	42	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12197	
MCOI-8	-106.273918400000000	35.862496800000000	6859.2	Kleinfelder survey	None	Brass Monument	678.6	ft	6862	4.5 in	665	674.96	Intermediate	Intermediate	Tb4	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12228	
R-33 S2	-106.273675000000000	35.860623799999900	6853.33	Well Completion Rpt	None	Location info taken from Brass cap monument survey data from R-33 WCR.	None	None	None	None	1112.4	1122.3	Regional	Regional Deep	Tpp	None	
R-40	-106.262782300000000	35.839384600000000	6719.24	Completion Report	None	Brass cap location	None	None	None	None	None	None	None	None	None	None	
R-10 OB	-106.205965300000000	35.850271200000000	6362.31	Kleinfelder data	None	Brass Cap location Kleinfelder survey	None	ft	None	None	-9999	-9999	Regional	Regional	None	None	
MCA-3def S1	-106.268665500000000	35.860598899999900	6819.8	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-12 S1	-106.226350000000000	35.858922999999900	6499.6	None	None	original x, y, z = 1647398,1767947,6505.95	None	None	None	None	None	None	None	None	None	None	
PA-26616	-106.224762500000000	35.823851800000000	6527.9	REFERENCE	None	Accuracy of coordinates is unknown. Coordinates are from Final Completion Report for Intermediate Well R-23i.	None	None	None	None	None	None	None	None	None	None	
R-3i	-106.220365000000000	35.871794999999900	6390.15	Well Completion Rpt	None	Brass monument survey from R-3i WCR	None	None	None	None	None	None	None	None	None	None	
R-46	-106.293816000000000	35.859658000000000	7213.33	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-51 S1	-106.269336999999000	35.842632000000000	6762.17	None	None	Brass cap location	None	None	None	None	None	None	None	None	None	None	
R-19	-106.285420800000000	35.837871700000000	7066.3	Well Completion Rpt	None	Location info taken from Brass Cap survey data in R-19 WCR.	None	None	None	None	None	None	None	None	None	None	
R-5 S4	-106.228767199999000	35.873070499999900	6472.6	Completion Report	None	Location info taken from Brass cap monument survey data from R-5 WCR.	None	None	None	None	858.7	863.7	Regional	Regional	Tsfb	None	
21-01811	-106.273567300000000	35.877869099999900	7032.42	UNKNOWN	None	Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc: Notes: Aggregate:DP boreholes	None	None	None	None	None	None	None	None	None	None	
LAO-3a	-106.258221900000000	35.873173100000000	6609.1	Stoker	None	Elevation revised based on LIDAR surface location pick	14.7	ft	None	2 in	4.7	14.7	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12148	
POI-4	-106.219568000000000	35.871761100000000	6372.29	Surv Tek Survey	None	Survey of Aluminum disc	176.5	ft	None	4 in	159	174	Intermediate	Intermediate Perched	Tb4	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12291	
R-56 S1	-106.249694000000000	35.834560000000000	6780.88	None	None	Brass cap location	None	None	None	None	None	None	None	None	None	None	
LAWS-01 S4	-106.219259100000000	35.866999700000000	6363.4	None	None	None	None	None	None	None	263	273	Intermediate	None	Tb4	None	
SWA-1-3	-106.314736100000000	35.875528000000000	None	TERRANEAR PMC	None	Formerly SCPZ-3	None	None	None	None	None	None	None	None	None	None	
SCA-3	-106.260854400000000	35.864433900000000	6723.22	Kleinfelder 2006 WCR	None	Brass monument xyz	32.6	ft	None	2 in	27.6	32	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12380	
SWA-3-8	-106.311086300000000	35.873797199999900	None	TERRANEAR PMC	None	Formerly SWA-3	11.15	ft	7216.4	2 in	3.6	10.68	Alluvial	None	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12451	
R-6i	-106.264934500000000	35.875343200000000	6996.9	R-6/R-6i WCR	None	Location info taken from Brass cap monument survey data from R-6/R-6i WCR. Added for P Longmire	615	ft	6996.9	4.5 in	602	612	Intermediate	Intermediate Perched	Tf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12299	
MCO-13	-106.247443100000000	35.857794300000000	6674.48	None	None	None	107	ft	None	2 in	87	107	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12218	
Test Well 2	-106.270882099999000	35.884622600000000	6648.06	Stoker	None	None	834	ft	None	6 in	774	824	Regional	Regional	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12111	
CDBO-1	-106.258259900000000	35.839777400000000	6757.6	PG	None	None	14	ft	None	4 in	9	14	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12434	
02-01076	-106.287204300000000	35.875520000000000	6836	SURV TEK	None	Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc: Notes: Aggregate:LAO-1	None	None	None	None	None	None	None	None	None	None	
SCI-1	-106.262129400000000	35.865475900000000	6738.27	Kleinfelder WCR	None	Brass monument location SCI-1 = SCC-1	378.5	ft	6738.27	3.75 in	358.4	377.9	Intermediate	Intermediate Perched	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12387	
18-MW-7	-106.268795299999000	35.842104700000000	6755.5	WP Pajarito Cy	None	None	30	ft	None	2 in	10	30	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12483	
03-MW-1	-106.330126500000000	35.873736100000000	7457.7	DOE 2005	None	ER ID 03-02664 Well plugged and abandoned 6/7/05	28.8	ft	None	2 in	23	28	Intermediate	None	Qbt3	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=11846	
R-23i	-106.224762500000000	35.823851800000000	6527.88	Kleinfelder data	None	Brass Cap location Kleinfelder survey	None	None	None	None	None	None	None	None	None	None	
18-MW-10	-106.266217100000000	35.840105199999900	6735.9	PG	None	None	None	None	None	None	None	None	None	None	None	None	
SCPZ-10	-106.310619700000000	35.873572299999900	None	None	None	None	None	None	None	None	None	None	None	None	None	None	
PAO-1	-106.304865199999000	35.889339600000000	6954.97	M. NOONAN	None	Location Desc: Notes: Aggregate.  Source Org Code changed to ER/WQH.  Location data from ER, sampled by WQH.  Deleted ULI 3072, duplicate location, changed to Synonym.	13.74	ft	None	4 in	5.89	10.89	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12268	
SCA-1-DP	-106.310536600000000	35.873610999999900	7211.2	None	None	Exact coordinates to be determined. Sampling is planned very close to SCA-1.	2.66	ft	None	2 in	2.16	2.66	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12378	
MCOI-6	-106.267114199999000	35.860337600000000	6811.1	Kleinfelder survey	None	Brass Monument	712.6	ft	6811.1	4.5 in	686	709	Intermediate	Intermediate Perched	Tb4	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12227	
21-01812	-106.271611600000000	35.877646400000000	7026.72	UNKNOWN	None	Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc: Notes: Aggregate:DP boreholes	None	None	None	None	None	None	None	None	None	None	
R-60	-106.296177000000000	35.860568000000000	7228.17	None	None	Brass Cap location from well completion report	None	None	None	None	None	None	None	None	None	None	
R-51	-106.269336900000000	35.842631699999900	6762.17	Precision Surveys	None	brass cap location	None	None	None	None	None	None	None	None	None	None	
R-42	-106.259135000000000	35.861293600000000	6759.02	SOUTHWEST MTM SURV	None	Brass Monument	973.5	ft	6761.79	5 in	931.8	952.9	Regional	Regional Top	Tsfu	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12349	
R-23i S1	-106.224762500000000	35.823851800000000	6527.88	Kleinfelder data	None	Brass Cap location Kleinfelder survey	None	None	None	None	400.3	420	Intermediate	Intermediate Perched	Tb4	None	
18-MW-16	-106.264764200000000	35.838778800000000	6727	PG	None	None	None	None	None	None	None	None	None	None	None	None	
R-40 S1	-106.262782000000000	35.839385000000000	6719.24	None	None	None	None	None	None	None	None	None	None	None	None	None	
SCPZ-9	-106.311047700000000	35.873856199999900	None	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-52	-106.261566100000000	35.844946899999900	6883.04	Precision Surveys	None	Brass cap location	None	None	None	None	None	None	None	None	None	None	
R-32 OB	-106.248714600000000	35.830948599999900	6637.63	Well Completion Rpt	None	Location info taken from Brass cap monument survey data from R-32 WCR.	None	ft	None	None	-9999	-9999	Regional	Regional	None	None	
R-39	-106.234551499999000	35.827537499999900	6580.86	Well Completion Rpt	None	Brass cap location	875.6	ft	6580.86	5 in	859	869	Regional	Regional Top	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12346	
