LOC_LOCATI	LOC_SITE_I	LOC_LOCA_1	LOC_LOCA_2	LOC_LOCA_3	LOC_NORTHI	LOC_EASTIN	LOC_GROUND	LOC_ESTABL	LOC_ESTA_1	LOC_SURVEY	LOC_SURV_1	LOC_SURV_2	LOC_LOCA_4	LOC_BARCOD	LOC_LOCA_5	LOC_RECORD	LOC_LONGIT	LOC_LATITU	LOC_LATI_1	LOC_LATI_2	LOC_LATI_3	LOC_LONG_1	LOC_LONG_2	LOC_LONG_3	LOC_ORIGIN	LOC_ORIG_1	LOC_ORIG_2	LOC_RECO_1	LOC_RIVER_	LOC_GRID_N	LOC_GRID_S	LOC_LOCA_6	LOC_SUBSIT	LOC_PROPER	LOC_LOCA_7	LOC_INSERT	LOC_INSE_1	LOC_LAST_M	LOC_LAST_1	LOC_INACTI	LOC_DIRECT	LOC_INAC_1	LOC_LOCA_8	LOC_LANL_L	LOC_LOCA_9	LOC_ULI	LOC_LOCA10	LOC_EXCAVA	LOC_LOCA11	LOC_REGULA	LOC_DOWNST	LOC_UPSTRE	LOC_E_DATA	LOC_LOCA12	LOC_LOCA13	LOC_WATER_	LOC_SURV_3	LOC_IEc_Me	PZ_LOCATIO	PZ_WELL_ID	PZ_SITE_ID	PZ_PERFORA	PZ_PERFO_1	PZ_PERFO_2	PZ_AQUIFER	PZ_WELL_PE	PZ_WELL__1	PZ_HYDROST	PZ_REPORT_	PZ_INSERTE	PZ_INSERT_	PZ_LAST_MO	PZ_LAST__1	PZ_PORT_ID	PZ_GEOLOGI	PZ_CASING_	PZ_CHAMBER	PZ_CHAMB_1	WELL_WELL_	WELL_SITE_	WELL_WEL_1	WELL_WEL_2	WELL_WEL_3	WELL_TOP_O	WELL_DRILL	WELL_DRI_1	WELL_DRI_2	WELL_FIELD	WELL_WEL_4	WELL_WEL_5	WELL_WEL_6	WELL_PROJE	WELL_PHASE	WELL_TASK	WELL_WEL_7	WELL_WEL_8	WELL_MULTI	WELL_BUBBL	WELL_DEPTH	WELL_WEL_9	WELL_WEL10	WELL_WEL11	WELL_WEL12	WELL_LOGGI	WELL_INSER	WELL_INS_1	WELL_LAST_	WELL_LAS_1	WELL_DRI_3	WELL_WEL13	WELL_WEL14	WELL_SOURC	LWA_Commen	Mon_Area	Watershed
LAO-6	LANL	MON	NULL	NULL	1771329.500000000000000	1646222.120000000000000	6423.500	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.230410000000000	35.868310000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2000-11-21 00:00:00	114816	2009-03-23 11:53:00	NULL	NULL	NULL	Elevation revised based on LIDAR surface location pick	LAO-6	NULL	10601858	16942	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	LAO-6	LAO-6	LANL	6	16.000	1000001	Alluvial	231	NULL	NULL	NULL	114816	2005-05-10 00:00:00	114816	2005-05-10 00:00:00	NULL	NULL	3	NULL	NULL	LAO-6	LANL	NULL	1966-02-01 00:00:00	16.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	893	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	Administrator	2002-03-18 00:00:00	114816	2006-06-26 00:00:00	26	NULL	NULL	NULL	NULL	TA-21	Los Alamos
LAO-6a	0	NULL	NULL	NULL	1771344.000000000000000	1646221.620000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.230410000000000	35.868350000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	LAO-6a	LAO-6a	LANL	4.2	14.200	1000001	Alluvial	232	NULL	NULL	NULL	114816	2005-05-10 00:00:00	114816	2005-05-10 00:00:00	NULL	NULL	3	NULL	NULL	LAO-6a	LANL	NULL	1989-08-17 00:00:00	14.20	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	812	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	Administrator	2002-03-18 00:00:00	114816	2006-06-26 00:00:00	15	NULL	NULL	NULL	NULL	TA-21	Los Alamos
LAO-B	0	NULL	NULL	NULL	1775170.399999990000000	1615148.800000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.335300000000000	35.878830000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	LAO-B	LAO-B	LANL	11.84	26.840	1000001	Alluvial	233	NULL	NULL	NULL	114816	2005-05-10 00:00:00	114816	2005-05-10 00:00:00	NULL	NULL	3	NULL	NULL	LAO-B	LANL	NULL	1994-04-28 00:00:00	27.20	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	936	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	116217	2005-03-01 00:00:00	114816	2006-06-26 00:00:00	27.5	NULL	NULL	NULL	NULL	General	Los Alamos
LAO-C	LANL	MON	NULL	NULL	1775249.750000000000000	1622157.870000000000000	7049.980	NULL	NULL	Stoker	NULL	NULL	NULL	NULL	NULL	NULL	-106.311640000000000	35.879060000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2000-10-12 00:00:00	Administrator	2005-06-15 00:00:00	NULL	NULL	NULL	NULL	LAO-C	NULL	10601861	16945	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	LAO-C	LAO-C	LANL	3	13.000	1000001	Alluvial	234	NULL	NULL	NULL	114816	2005-05-10 00:00:00	114816	2005-05-10 00:00:00	NULL	NULL	3	NULL	NULL	LAO-C	LANL	NULL	1970-08-01 00:00:00	13.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	813	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	Administrator	2002-03-18 00:00:00	114816	2006-06-26 00:00:00	14	NULL	NULL	NULL	NULL	General	Los Alamos
LAOI(a)-1.1	0	NULL	NULL	NULL	1773924.510000000000000	1629427.379999990000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.287090000000000	35.875430000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	LAOI(a)-1.1	LAOI(a)-1.1	LANL	295.2	305.000	1	Intermediate	235	NULL	Intermediate Perched	NULL	114816	2005-03-30 00:00:00	ZDuran	2017-02-09 06:38:00	NULL	Qbog	3	0.01	310.2	LAOI(a)-1.1	LANL	NULL	1994-11-08 00:00:00	310.20	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	937	N	NULL	ft	NULL	3	in	NULL	NULL	Administrator	2002-03-27 00:00:00	kgreene	2016-05-16 13:35:00	323	NULL	NULL	NULL	NULL	TA-21	Los Alamos
LAOI-3.2	0	NULL	NULL	NULL	1773066.929999990000000	1637642.100000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.259370000000000	35.873080000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	LAOI-3.2	LAOI-3.2	LANL	153.3	162.800	1	Intermediate	236	NULL	Intermediate Perched	NULL	114816	2005-10-27 00:00:00	ZDuran	2017-02-09 06:38:00	NULL	Qbog	3	0.01	165	LAOI-3.2	LANL	NULL	2005-03-01 00:00:00	165.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	1080	N	NULL	ft	NULL	2.1	in	NULL	NULL	114816	2005-10-27 00:00:00	kgreene	2016-05-16 13:37:00	165	NULL	NULL	NULL	NULL	TA-21	Los Alamos
LAOI-3.2 OB	LANL	MON	NULL	NULL	1773066.929999990000000	1637642.100000000000000	6622.600	NULL	NULL	Kleinfelder 2006 WCR	NULL	NULL	NULL	NULL	NULL	NULL	-106.259370000000000	35.873080000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2004-07-26 15:44:00	Administrator	2006-06-22 00:00:00	NULL	NULL	NULL	added for P Longmire.  Location data taken from Brass Cap survey data.	LAOI-3.2 OB	NULL	20000115	8547	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TA-21	Los Alamos
LAOI-3.2a	0	NULL	NULL	NULL	1773100.909999990000000	1637619.970000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.259440000000000	35.873179999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	LAOI-3.2a	LAOI-3.2a	LANL	181.4	191.000	1	Intermediate	237	NULL	Intermediate Perched	NULL	118549	2006-06-20 00:00:00	ZDuran	2017-02-09 06:38:00	NULL	Tpf	3	0.01	194.1	LAOI-3.2a	LANL	NULL	2006-01-20 00:00:00	194.10	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	1001	N	NULL	ft	NULL	3.1	in	NULL	NULL	116217	2006-04-27 00:00:00	kgreene	2016-05-16 13:40:00	266.9	NULL	NULL	NULL	NULL	TA-21	Los Alamos
LAOI-3.2a OB	LANL	MON	NULL	NULL	1773100.909999990000000	1637619.970000000000000	6624.430	NULL	NULL	Kleinfelder 2006 WCR	NULL	NULL	NULL	NULL	NULL	NULL	-106.259440000000000	35.873179999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2005-07-07 00:00:00	Administrator	2008-02-11 00:00:00	NULL	NULL	NULL	Brass Cap Location	LAOI-3.2a OB	NULL	20000114	8546	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	TA-21	Los Alamos
LAOI-7	0	NULL	NULL	NULL	1771584.110000000000000	1644788.530000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.235240000000000	35.869010000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	LAOI-7	LAOI-7	LANL	240	259.600	1	Intermediate	238	NULL	Intermediate Perched	NULL	114816	2006-03-27 00:00:00	ZDuran	2017-02-09 06:39:00	NULL	Tb4	3	0.01	264.9	LAOI-7	LANL	NULL	2005-09-21 00:00:00	264.90	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	1002	N	NULL	ft	NULL	3	in	NULL	NULL	114816	2006-03-27 00:00:00	kgreene	2016-05-16 13:51:00	382.2	NULL	NULL	NULL	NULL	TA-21	Los Alamos
LAOR-1	0	NULL	NULL	NULL	1774282.310000000000000	1628594.700000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.289910000000000	35.876420000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	General	Los Alamos
LAUZ-1	0	NULL	NULL	NULL	1774809.810000000000000	1633435.129999990000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.273570000000000	35.877870000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	LAUZ-1	LAUZ-1	LANL	5.35	10.350	1000001	Alluvial	259	NULL	NULL	NULL	114816	2005-05-10 00:00:00	114816	2008-06-11 00:00:00	NULL	NULL	3	NULL	NULL	LAUZ-1	LANL	NULL	NULL	10.55	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	DP Canyon	920	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	116217	2005-03-01 00:00:00	114816	2006-06-26 00:00:00	260	NULL	NULL	NULL	NULL	General	Los Alamos
LAUZ-2	0	NULL	NULL	NULL	1774728.629999990000000	1634014.470000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.271610000000000	35.877650000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	LAUZ-2	LAUZ-2	LANL	5.27	10.270	1000001	Alluvial	260	NULL	NULL	NULL	114816	2005-05-10 00:00:00	114816	2008-06-11 00:00:00	NULL	NULL	3	NULL	NULL	LAUZ-2	LANL	NULL	NULL	10.47	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	927	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	116217	2005-03-01 00:00:00	114816	2006-06-26 00:00:00	15	NULL	NULL	NULL	NULL	General	Los Alamos
MCA-1	LANL	MON	NULL	NULL	1770410.770000000000000	1626586.500000000000000	7070.600	NULL	NULL	Kleinfelder survey	NULL	NULL	NULL	NULL	NULL	NULL	-106.296679999999000	35.865780000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2005-03-31 00:00:00	Administrator	2008-02-11 00:00:00	NULL	NULL	NULL	Brass cap location	MCA-1	NULL	10601974	17051	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	MCA-1	MCA-1	LANL	2.4	5.400	1000001	Alluvial	271	NULL	NULL	NULL	114816	2005-06-24 00:00:00	114816	2006-03-16 00:00:00	NULL	NULL	3	NULL	NULL	MCA-1	LANL	NULL	2005-01-24 00:00:00	5.90	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	976	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	114816	2005-06-24 00:00:00	114816	2006-06-26 00:00:00	5.9	NULL	NULL	NULL	NULL	General	Mortendad
MCA-2	LANL	MON	NULL	NULL	1768585.879999990000000	1634097.230000000000000	6837.200	NULL	NULL	Kleinfelder survey	NULL	NULL	NULL	NULL	NULL	NULL	-106.271330000000000	35.860770000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2005-03-31 00:00:00	Administrator	2006-03-16 00:00:00	NULL	NULL	NULL	Brass cap location	MCA-2	NULL	10601975	17052	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	MCA-2	MCA-2	LANL	45	60.000	1000001	Alluvial	272	NULL	NULL	NULL	114816	2005-06-24 00:00:00	114816	2006-03-16 00:00:00	NULL	NULL	3	NULL	NULL	MCA-2	LANL	NULL	2004-10-24 00:00:00	65.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	980	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	114816	2005-06-24 00:00:00	114816	2006-06-26 00:00:00	72	NULL	NULL	NULL	NULL	Chromium	Mortendad
MCA-4	LANL	MON	NULL	NULL	1770129.550000000000000	1625945.500000000000000	7135.100	NULL	NULL	Kleinfelder survey	NULL	NULL	NULL	NULL	NULL	NULL	-106.298840000000000	35.865000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2005-03-31 00:00:00	Administrator	2006-03-16 00:00:00	NULL	NULL	NULL	Brass cap location	MCA-4	NULL	10601979	17056	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	MCA-4	MCA-4	LANL	3.3	5.300	1000001	Alluvial	279	NULL	NULL	NULL	114816	2005-06-24 00:00:00	114816	2006-03-16 00:00:00	NULL	NULL	3	NULL	NULL	MCA-4	LANL	NULL	2005-02-05 00:00:00	5.40	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	977	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	114816	2005-06-24 00:00:00	114816	2006-06-26 00:00:00	5.4	NULL	NULL	NULL	NULL	General	Mortendad
MCA-5	LANL	MON	NULL	NULL	1770233.590000000000000	1627354.169999990000000	7053.800	NULL	NULL	Kleinfelder survey	NULL	NULL	NULL	NULL	NULL	NULL	-106.294090000000000	35.865290000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2005-03-31 00:00:00	Administrator	2008-02-11 00:00:00	NULL	NULL	NULL	Brass cap location	MCA-5	NULL	10601980	17057	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	MCA-5	MCA-5	LANL	1.75	5.750	1000001	Alluvial	280	NULL	NULL	NULL	114816	2005-06-24 00:00:00	114816	2006-03-16 00:00:00	NULL	NULL	3	NULL	NULL	MCA-5	LANL	NULL	2005-02-05 00:00:00	6.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	978	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	114816	2005-06-24 00:00:00	114816	2006-06-26 00:00:00	6	NULL	NULL	NULL	NULL	General	Mortendad
MCO-0.6	LANL	MON	NULL	NULL	1771179.500000000000000	1623987.800000000000000	7188.280	NULL	NULL	Gray 2001	NULL	NULL	NULL	NULL	NULL	NULL	-106.305449999999000	35.867890000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2004-04-26 00:00:00	Administrator	2008-02-11 00:00:00	NULL	NULL	NULL	NULL	MCO-0.6	NULL	10601991	17068	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	MCO-0.6	MCO-0.6	LANL	1.05	3.050	1	Alluvial	283	NULL	Alluvial	NULL	114816	2005-07-06 00:00:00	kgreene	2016-05-11 10:31:00	NULL	Qal	3	0	3.1	MCO-0.6	LANL	NULL	1999-02-25 00:00:00	3.10	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	961	N	NULL	ft	NULL	2	in	NULL	NULL	114816	2005-06-24 00:00:00	kgreene	2016-05-11 10:29:00	3.1	NULL	NULL	NULL	NULL	General	Mortendad
MCO-1	LANL	MON	NULL	NULL	1770162.100000000000000	1625444.000000000000000	7153.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.300540000000000	35.865090000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2001-08-13 00:00:00	Administrator	2005-12-07 00:00:00	2012-03-15 10:48:00	NULL	NULL	Unable to locate in 1991	MCO-1	NULL	10601992	17069	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	MCO-1	MCO-1	LANL	1	8.000	1000004	Alluvial	284	Open hole 1 to 8 ft	NULL	NULL	114816	2005-08-16 00:00:00	114816	2005-08-16 00:00:00	NULL	NULL	3	NULL	NULL	MCO-1	LANL	NULL	1960-11-01 00:00:00	8.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	Open hole from 1 to 8 ft. Unlocatable	922	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	114816	2005-08-16 00:00:00	114816	2006-06-26 00:00:00	8	NULL	NULL	NULL	NULL	General	Mortendad
MCO-13	0	NULL	NULL	NULL	1767501.879999990000000	1641174.290000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.247440000000000	35.857790000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	MCO-13	MCO-13	LANL	87	107.000	1000001	Alluvial	286	NULL	NULL	NULL	114816	2005-05-10 00:00:00	114816	2005-05-10 00:00:00	NULL	NULL	3	NULL	NULL	MCO-13	LANL	NULL	1970-07-01 00:00:00	107.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	896	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	Administrator	2002-03-18 00:00:00	114816	2006-06-26 00:00:00	112	NULL	NULL	NULL	NULL	Chromium	Mortendad
MCO-2	0	NULL	NULL	NULL	1770135.120000000000000	1625919.250000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.298930000000000	35.865020000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	MCO-2	MCO-2	LANL	2	9.000	1000001	Alluvial	287	NULL	NULL	NULL	114816	2005-05-10 00:00:00	114816	2005-05-10 00:00:00	NULL	NULL	3	NULL	NULL	MCO-2	LANL	NULL	1960-11-01 00:00:00	9.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	894	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	Administrator	2002-03-18 00:00:00	114816	2006-06-26 00:00:00	10	NULL	NULL	NULL	NULL	General	Mortendad
MCO-3	0	NULL	NULL	NULL	1770236.750000000000000	1627362.500000000000000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-106.294060000000000	35.865299999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NMED	MCO-3	MCO-3	LANL	2	12.000	1	Alluvial	288	Recompleted March 1967	Alluvial	NULL	114816	2005-05-10 00:00:00	kgreene	2016-05-16 14:09:00	NULL	Qal	3	0	12	MCO-3	LANL	NULL	1967-03-01 00:00:00	12.00	NULL	NULL	NULL	NULL	NULL	NULL	A	NULL	NULL	NULL	NULL	NULL	815	N	NULL	ft	NULL	3	in	NULL	NULL	Administrator	2002-03-18 00:00:00	kgreene	2016-05-16 14:08:00	18	NULL	NULL	NULL	NULL	General	Mortendad
MCO-4	LANL	MON	NULL	NULL	1769787.870000000000000	1631214.370000000000000	6897.540	NULL	NULL	Stoker	NULL	NULL	NULL	NULL	NULL	NULL	-106.281060000000000	35.864069999999900	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Administrator	2000-10-12 00:00:00	114816	2009-12-01 14:56:00	NULL	NULL	NULL	MCO-4 plugged and abandoned in 2000, see Benak et al. 2000	MCO-4	NULL	10601997	17074	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	MCO-4	MCO-4	LANL	4	19.000	1000002	Alluvial	289	P&amp;A in 2000	NULL	NULL	114816	2009-12-01 15:08:00	114816	2009-12-01 15:08:00	NULL	NULL	3	NULL	NULL	MCO-4	LANL	NULL	1963-10-01 00:00:00	19.00	NULL	NULL	NULL	NULL	NULL	NULL	PA	NULL	NULL	NULL	NULL	MCO-4 Plugged and Abandoned	816	N	NULL	ft	NULL	NULL	NULL	NULL	NULL	Administrator	2002-03-18 00:00:00	114816	2006-06-26 00:00:00	24	NULL	NULL	NULL	NULL	General	Mortendad
